"outcome","statement","odd_mydat","even_mydat"
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",2,3
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",4,2
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",4,1
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",5,5
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",4,4
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",5,2
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",4,4
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",5,3
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",4,4
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",3,2
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",4,4
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",4,4
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",2,1
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",4,NA
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",5,2
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",4,4
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",4,NA
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",1,NA
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",4,4
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",4,4
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",2,5
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",5,3
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",5,4
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",5,4
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",4,2
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",3,4
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",4,4
38,"Minimize the likelihood of overlooking significant differences of the response values of production models compared to training models",4,4
